Image,Label,Width,Height,Total_Pixels,Brightness,Contrast,Focus
case_53153_44.png,Light,1024,768,786432,68.50573857625325,64.08384247452474,51.702814097768474
case_53153_52.png,Light,1024,768,786432,68.46647389729817,67.69065681017109,50.14612458086858
case_53153_46.png,Light,1024,768,786432,60.16018422444662,58.373404993135274,39.1779421207547
case5013_46.png,Light,1024,768,786432,60.84235763549805,61.83493009722581,24.613516137041085
case5013_52.png,Light,1024,768,786432,73.17565027872722,61.664968565482724,39.309039766200144
case5309_59.png,Light,1024,768,786432,81.49484125773112,72.8692875369347,95.44449724170165
case5309_65.png,Light,1024,768,786432,64.36977513631184,61.82606669924792,55.32840577593015
case5317_59.png,Light,1024,768,786432,78.6254374186198,73.914148996845,62.735981349619884
case5334_79.png,Light,1024,768,786432,77.03674825032552,71.92865519146059,34.296100125725694
case5334_51.png,Light,1024,768,786432,57.71305847167969,61.622517221973155,35.98471693418915
case5015_27.png,Light,1024,768,786432,64.03393681844075,61.44275361353759,27.656311980757494
case5015_33.png,Light,1024,768,786432,61.97648366292318,58.472259215974404,27.72478693314285
case5334_45.png,Light,1024,768,786432,74.76847585042317,71.61317180675012,35.397248134170596
case5072_43.png,Light,1024,768,786432,82.53149159749348,73.33129038490074,82.89573870474443
case5072_57.png,Light,1024,768,786432,81.45841852823894,67.94676602690205,71.29279542287335
case5016_62.png,Light,1024,768,786432,79.04433059692383,68.94626839500525,47.8965611836304
case5180_14.png,Light,1024,768,786432,80.2611198425293,66.1104859166501,95.02145564379559
case5180_28.png,Light,1024,768,786432,70.76115544637044,61.750064779119135,84.34957241942008
case5316_19.png,Light,1024,768,786432,87.52077865600586,75.48599846342196,98.39497554403108
case5316_31.png,Light,1024,768,786432,64.19033813476562,62.683452062624866,44.78419861836301
case5316_25.png,Light,1024,768,786432,71.5148213704427,70.02197548509174,47.44744606416983
case5316_24.png,Light,1024,768,786432,76.29254913330078,71.55194535667263,69.84241498462828
case5316_30.png,Light,1024,768,786432,62.56438064575195,60.88959610013779,48.30457141653785
case5316_18.png,Light,1024,768,786432,78.36435445149739,71.52468221857141,62.3603539648401
case5180_29.png,Light,1024,768,786432,73.09104029337566,62.2513442172733,100.86532764536331
case5180_15.png,Light,1024,768,786432,78.1299196879069,66.04298231143225,99.42456283202374
case5016_63.png,Light,1024,768,786432,77.83813858032227,68.07605584523262,50.233732655618574
case5180_01.png,Light,1024,768,786432,73.44635772705078,60.30548990042761,101.5947167766523
case5072_56.png,Light,1024,768,786432,76.8362325032552,70.45928190498438,55.31286140494922
case5072_42.png,Light,1024,768,786432,79.55980809529622,71.0168362470174,68.70455182475494
case5015_32.png,Light,1024,768,786432,61.44195683797201,60.67108288963352,32.302654920398105
case5334_44.png,Light,1024,768,786432,78.10471089680989,70.22469228989272,45.026151844182344
case5334_50.png,Light,1024,768,786432,57.648902893066406,59.85879812575819,31.34951322657514
case5015_26.png,Light,1024,768,786432,74.71655782063802,63.494699637112966,42.776584474833946
case5334_78.png,Light,1024,768,786432,79.62412897745769,72.06001536094104,41.768621115426264
case5317_58.png,Light,1024,768,786432,77.63140233357747,72.80391207421165,57.49919562464574
case5309_64.png,Light,1024,768,786432,70.61452356974284,66.65433652119455,52.35359881515453
case5309_58.png,Light,1024,768,786432,76.55452219645183,69.90498612335597,93.88344741223973
case5013_53.png,Light,1024,768,786432,70.19279225667317,61.63045521641248,37.929457913851365
case5013_47.png,Light,1024,768,786432,58.51174799601237,66.74069765743384,19.822694131520812
case_53153_47.png,Light,1024,768,786432,66.14134852091472,64.44179191868626,53.52791104989431
case_53153_53.png,Light,1024,768,786432,69.38113021850586,63.18394442297282,65.15422747491134
case_53153_08.png,Light,1024,768,786432,65.5678482055664,64.83132148002933,88.30140507628515
case5013_20.png,Light,1024,768,786432,79.66899236043294,62.012123611973,44.037346213653414
case5013_34.png,Light,1024,768,786432,75.25014114379883,63.49352349005765,51.3295189264447
case_53153_34.png,Light,1024,768,786432,66.89927037556966,61.960613081391585,53.484173789062574
case_53153_20.png,Light,1024,768,786432,68.03701400756836,64.9332586089511,70.98461964907376
case5013_08.png,Light,1024,768,786432,82.40821329752605,66.39562957418326,66.43339389249577
case5309_03.png,Light,1024,768,786432,62.67550532023112,58.393004862331715,57.45373690593339
case5032_39.png,Light,1024,768,786432,67.80080540974934,68.61081570340295,32.38467975325412
case5309_17.png,Light,1024,768,786432,67.87864303588867,65.72906561983473,39.93891522493831
case5032_11.png,Light,1024,768,786432,73.8744519551595,69.23828282033996,44.69698056948579
case5032_05.png,Light,1024,768,786432,71.47914632161458,67.1975990547666,49.38351996645118
case5051_11.png,Light,1024,768,786432,85.00816345214844,74.0967852341766,144.74672507572146
case5051_05.png,Light,1024,768,786432,90.30402247111003,75.30035578828418,97.5650905221636
case5051_39.png,Light,1024,768,786432,79.07382583618164,67.70050668480589,56.4727075353973
case5317_03.png,Light,1024,768,786432,70.4924710591634,67.96634044292482,45.41973764490103
case5317_17.png,Light,1024,768,786432,81.64189910888672,71.93527000729965,61.08093470330963
case5334_37.png,Light,1024,768,786432,68.52075068155925,67.74315695433633,38.85765331657443
case5015_41.png,Light,1024,768,786432,68.13896814982097,59.88088001863683,28.277204271093876
case5015_55.png,Light,1024,768,786432,73.16506703694661,64.05992307352528,52.59488905741046
case5334_23.png,Light,1024,768,786432,80.71190770467122,73.08452721539433,47.82630355419275
case5072_19.png,Light,1024,768,786432,69.43383534749348,63.54880561645116,59.44981608235685
case5072_25.png,Light,1024,768,786432,79.26325861612956,68.85173522613508,79.35539710365826
case5072_31.png,Light,1024,768,786432,64.563170115153,62.07133033089142,38.48781955636514
case5016_38.png,Light,1024,768,786432,73.23708979288737,62.4752874566746,42.50427012869235
case5016_10.png,Light,1024,768,786432,83.70886611938477,68.50829008721604,81.53791667267312
case5180_66.png,Light,1024,768,786432,72.62548319498698,66.43611362063554,85.53891572001642
case5180_72.png,Light,1024,768,786432,73.82905705769856,65.38607758696648,93.40971981356172
case5016_04.png,Light,1024,768,786432,86.7948112487793,67.71359543892726,99.23928429083996
case5316_57.png,Light,1024,768,786432,90.12000020345052,74.93510935326515,152.9484426951385
case5316_43.png,Light,1024,768,786432,79.43981424967448,69.74415067338285,90.66398533185323
case5316_42.png,Light,1024,768,786432,71.88260269165039,65.31601882331817,64.52542288890497
case5316_56.png,Light,1024,768,786432,69.7787717183431,62.15364589623271,54.34389593525782
case5016_05.png,Light,1024,768,786432,93.40296808878581,73.07501038404882,113.28524773171944
case5180_73.png,Light,1024,768,786432,75.21673202514648,66.86770308769867,111.21582384738667
case5180_67.png,Light,1024,768,786432,69.28806050618489,64.90196245723651,85.65775533452523
case5016_11.png,Light,1024,768,786432,77.8367411295573,68.90682034988026,59.68830360138478
case5016_39.png,Light,1024,768,786432,84.38825225830078,73.02252436242583,71.53127680550581
case5072_30.png,Light,1024,768,786432,71.86756769816081,68.06282836263357,54.87682924854095
case5072_24.png,Light,1024,768,786432,69.72357940673828,62.780205801345794,50.9884055916514
case5072_18.png,Light,1024,768,786432,74.33231608072917,68.57308138492628,62.006166620023144
case5015_68.png,Light,1024,768,786432,66.41070175170898,62.988204021794466,22.31589273502887
case5015_54.png,Light,1024,768,786432,56.52941385904948,59.05437655119324,26.4669704511503
case5334_22.png,Light,1024,768,786432,67.79881413777669,63.62460154724327,33.46113987557896
case5334_36.png,Light,1024,768,786432,80.78437678019206,75.49365848682352,50.150598196621594
case5015_40.png,Light,1024,768,786432,65.4849967956543,68.23401009234283,27.121503175313894
case5317_16.png,Light,1024,768,786432,78.79885991414388,71.78993506745913,54.17777339607064
case5317_02.png,Light,1024,768,786432,78.6426493326823,71.95862048155846,73.54216201442371
case5051_38.png,Light,1024,768,786432,72.77847290039062,68.25525705992354,57.21907387177149
case5051_04.png,Light,1024,768,786432,85.850767771403,70.89486359431923,108.84828787423612
case5051_10.png,Light,1024,768,786432,78.70176188151042,69.74226755866829,147.74343801704853
case5032_04.png,Light,1024,768,786432,72.29955673217773,67.32973178313856,55.26090387297478
case5032_10.png,Light,1024,768,786432,60.405251820882164,65.90217094674607,31.3759818881113
case5032_38.png,Light,1024,768,786432,60.5864003499349,62.09388095021134,22.12471221220362
case5309_16.png,Light,1024,768,786432,72.6618423461914,66.76654195448393,50.77077228036392
case5309_02.png,Light,1024,768,786432,59.99753189086914,55.85596872137047,42.63683144612233
case5013_09.png,Light,1024,768,786432,75.56669743855794,64.26061230918413,50.41352714432609
case_53153_21.png,Light,1024,768,786432,69.19164021809895,64.85073113931954,65.45638770547356
case_53153_35.png,Light,1024,768,786432,66.74486287434895,62.340069968578405,61.71496459086321
case5013_35.png,Light,1024,768,786432,70.48750305175781,63.81959059578867,44.32311177061638
case5013_21.png,Light,1024,768,786432,77.56984074910481,65.8820372362577,54.965225292665615
case_53153_09.png,Light,1024,768,786432,73.7135378519694,73.37142351564012,74.45212974057843
case5013_37.png,Light,1024,768,786432,72.8792215983073,66.08629513310092,44.17053872592644
case5013_23.png,Light,1024,768,786432,77.72043100992839,65.20377605209377,59.013172383845436
case_53153_23.png,Light,1024,768,786432,75.42634963989258,69.63556118575278,94.81621896536187
case_53153_37.png,Light,1024,768,786432,68.69116465250652,68.26200709554463,52.02383182546891
case5309_14.png,Light,1024,768,786432,68.76297124226888,67.5861090386537,53.226844232367704
case5309_28.png,Light,1024,768,786432,60.78819147745768,59.25661247492035,42.42306913474105
case5032_06.png,Light,1024,768,786432,69.78225835164388,66.47546491626886,44.43735978771616
case5032_12.png,Light,1024,768,786432,75.79146321614583,71.31396302753177,54.943649716461856
case5051_06.png,Light,1024,768,786432,81.17744572957356,66.7903321165256,70.73831434214014
case5051_12.png,Light,1024,768,786432,75.33040237426758,68.99368031975072,99.52117108263907
case5317_28.png,Light,1024,768,786432,74.4726193745931,69.89869364128504,50.488424521313085
case5317_14.png,Light,1024,768,786432,76.58833440144856,70.36383334383063,49.5758175738091
case5334_20.png,Light,1024,768,786432,70.35786565144856,66.06544887311468,35.76853666900653
case5015_56.png,Light,1024,768,786432,78.6362075805664,71.62675712446342,45.21083523456603
case5015_42.png,Light,1024,768,786432,71.26314798990886,66.43888163142053,33.67973044877969
case5334_34.png,Light,1024,768,786432,81.40797551472981,74.1834579098997,57.995479330983166
case5334_08.png,Light,1024,768,786432,83.19393793741862,72.30240559794458,63.23615334663997
case5072_32.png,Light,1024,768,786432,60.53343963623047,60.16615134504892,38.06747690329537
case5072_26.png,Light,1024,768,786432,84.07928721110027,72.74093596043967,87.86252720156659
case5180_59.png,Light,1024,768,786432,58.11273320515951,59.623520469966465,90.24796704885216
case5180_71.png,Light,1024,768,786432,62.468804677327476,56.62183895857154,96.86522617121064
case5016_07.png,Light,1024,768,786432,81.7577756245931,66.23497793794033,62.474096209352446
case5016_13.png,Light,1024,768,786432,71.22989908854167,66.92857197527194,46.669477498881555
case5180_65.png,Light,1024,768,786432,73.3260892232259,64.85077748061234,92.28050285326833
case5316_40.png,Light,1024,768,786432,79.9313112894694,69.07096080021877,71.12164886533797
case5316_54.png,Light,1024,768,786432,64.6126085917155,60.17679416484992,36.83784338346679
case5316_68.png,Light,1024,768,786432,65.87774403889973,61.001378940967705,40.81009999449051
case5316_69.png,Light,1024,768,786432,79.95978164672852,69.11711351483423,76.18512257684614
case5316_55.png,Light,1024,768,786432,70.09535471598308,61.89096125846926,65.72381003035434
case5316_41.png,Light,1024,768,786432,61.87818272908529,61.20206466698891,33.390173466486495
case5180_64.png,Light,1024,768,786432,74.91721089680989,65.31032272936547,87.81181056176457
case5016_12.png,Light,1024,768,786432,68.5074831644694,67.6276422475567,42.272960572023294
case5016_06.png,Light,1024,768,786432,92.2502924601237,67.66453652497115,90.98367894502327
case5180_70.png,Light,1024,768,786432,65.21472040812175,62.67993804735981,118.98124235361404
case5180_58.png,Light,1024,768,786432,61.02480697631836,60.591965034200655,94.18004953581192
case5072_27.png,Light,1024,768,786432,79.90260696411133,69.67706561353464,63.693227922537396
case5072_33.png,Light,1024,768,786432,70.4334602355957,65.3746733895274,40.15893807571978
case5334_09.png,Light,1024,768,786432,80.31794102986653,70.36374094382938,71.6017054743764
case5015_43.png,Light,1024,768,786432,69.28825505574544,69.35288706411741,32.27333540839353
case5334_35.png,Light,1024,768,786432,65.9026870727539,65.53926013110315,38.688606747385684
case5334_21.png,Light,1024,768,786432,72.03301111857097,65.94194550434594,43.09382014007456
case5015_57.png,Light,1024,768,786432,72.10449473063152,65.65153571303206,38.57059651204327
case5317_01.png,Light,1024,768,786432,78.61360041300456,71.9785203422625,90.88540454662706
case5317_15.png,Light,1024,768,786432,79.1933364868164,70.63560597915254,50.68315288483995
case5317_29.png,Light,1024,768,786432,64.62932459513347,63.29181657940773,42.31193371435157
case5051_13.png,Light,1024,768,786432,78.58656056722005,67.00153868579413,62.67229507175216
case5051_07.png,Light,1024,768,786432,74.40438588460286,66.38294430948957,82.37050074080211
case5032_13.png,Light,1024,768,786432,67.92104975382487,66.88947813048772,56.96553968263063
case5309_29.png,Light,1024,768,786432,70.5359280904134,65.67537923985135,65.2029842142882
case5032_07.png,Light,1024,768,786432,68.63820521036784,67.30911574705095,57.19883231725544
case5309_01.png,Light,1024,768,786432,59.97943242390951,55.85870422181862,44.79627940017317
case5309_15.png,Light,1024,768,786432,66.80983861287434,62.32990385900681,46.497870624660386
case_53153_36.png,Light,1024,768,786432,69.8572171529134,64.83438987547903,62.65679380673905
case_53153_22.png,Light,1024,768,786432,72.82802327473958,67.15128178448344,86.10408111595537
case5013_22.png,Light,1024,768,786432,80.58463287353516,66.36583463968782,61.65785707812109
case5013_36.png,Light,1024,768,786432,74.29817326863606,68.10836215011312,46.73342732786195
case_53153_26.png,Light,1024,768,786432,75.29009246826172,67.31373692704068,72.92074519144886
case_53153_32.png,Light,1024,768,786432,60.548394521077476,62.49507296815774,47.79234031206094
case5013_32.png,Light,1024,768,786432,74.15903854370117,65.08919594383215,52.55241580042963
case5013_26.png,Light,1024,768,786432,64.64845657348633,68.48898417632333,27.47820027668624
case5032_03.png,Light,1024,768,786432,73.10308583577473,68.66116068500484,72.36304348221971
case5309_39.png,Light,1024,768,786432,62.01225153605143,60.22993045233957,43.85777769796388
case5032_17.png,Light,1024,768,786432,66.10332870483398,64.83421850447914,35.009639249104005
case5309_11.png,Light,1024,768,786432,59.87470245361328,60.59800297843094,69.37337474315427
case5309_05.png,Light,1024,768,786432,65.33852895100911,63.958513298360074,42.51381397448456
case5051_03.png,Light,1024,768,786432,95.24606450398763,74.82316774894011,155.94455218505115
case5051_17.png,Light,1024,768,786432,81.52435811360677,70.73462375475259,62.7188272306424
case5317_11.png,Light,1024,768,786432,66.97534306844075,65.4408629184154,55.276074442158766
case5317_05.png,Light,1024,768,786432,80.43012619018555,71.56978278816324,78.77680550670873
case5317_39.png,Light,1024,768,786432,78.17327245076497,76.06826846182501,33.748608218646645
case5015_53.png,Light,1024,768,786432,56.900726318359375,58.705053047913744,20.33514778430981
case5334_25.png,Light,1024,768,786432,73.25901921590169,68.84248442571109,64.93149323200079
case5334_31.png,Light,1024,768,786432,64.36963907877605,62.21837904042039,52.249730040434066
case5015_47.png,Light,1024,768,786432,66.30434672037761,63.267280572363774,29.72908691523803
case5072_37.png,Light,1024,768,786432,76.95663579305013,68.18354433114962,55.53800508779466
case5072_23.png,Light,1024,768,786432,66.08444849650066,60.9444720333172,42.967369588038615
case5016_02.png,Light,1024,768,786432,85.75433349609375,65.14509296212238,130.35976591869257
case5180_74.png,Light,1024,768,786432,75.62205378214519,67.71433848592199,110.30859520742767
case5180_60.png,Light,1024,768,786432,63.51491165161133,62.66193482070158,84.49978768218716
case5016_16.png,Light,1024,768,786432,80.7862548828125,66.41258521692473,65.52705552674726
case5180_48.png,Light,1024,768,786432,76.3485336303711,65.55694626016684,101.10548223375129
case5316_45.png,Light,1024,768,786432,55.842000325520836,54.58756043963807,32.74679664739556
case5316_51.png,Light,1024,768,786432,68.27330017089844,62.59286239939499,46.52471759263266
case5316_50.png,Light,1024,768,786432,52.5695432027181,53.19073615877353,38.470006306552236
case5316_44.png,Light,1024,768,786432,69.63205973307292,62.54969979108553,63.81901010363877
